SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR25-01599545,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 11:57,9/2/2025 12:31,9/2/2025 11:57,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,11,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01599542,Building Violation,BBA,,DOB - Buildings,Open,Internet,9/2/2025 11:57,9/2/2025 12:00,,5250 W CRYSTAL ST,Chicago,Illinois,60651,5250,W,CRYSTAL,ST,FALSE,FALSE,,,25,37,6,C019,3,25,2532,23,,11,3,9,1140915.2352650948,1907867.771326269,41.90328,-87.757839,"(41.903280000941, -87.757839000002)"
SR25-01599541,Tree Emergency,SEC,Alderman,Streets and Sanitation,Completed,Alderman's Office,9/2/2025 11:57,9/2/2025 12:27,9/2/2025 12:27,6742 S CLAREMONT AVE,Chicago,Illinois,60636,6742,S,CLAREMONT,AVE,FALSE,FALSE,,,66,16,11,K038,3,08,0832,8,,11,3,9,1161832.2110044337,1859706.7007340887,41.77071,-87.682347,"(41.77071000094, -87.682347000002)"
SR25-01599539,Missed Garbage Pick-Up Complaint,SCC,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 11:56,9/3/2025 14:40,9/3/2025 14:40,615 E OAKWOOD BLVD,Chicago,Illinois,60653,615,E,OAKWOOD,BLVD,FALSE,FALSE,,,38,4,9,R031,1,02,0214,32,,11,3,9,1181075.2613616616,1878712.408518863,41.822442,-87.6112245,"(41.82244200094, -87.611224500002)"
SR25-01599538,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,9/2/2025 11:56,9/2/2025 13:12,9/2/2025 13:12,641 N LOREL AVE,Chicago,Illinois,60644,641,N,LOREL,AVE,FALSE,FALSE,,,25,37,6,C021,2,15,1524,17,,11,3,9,1140638.0207452257,1903894.1476118786,41.892381,-87.758955,"(41.89238100094, -87.758955000002)"
SR25-01599535,Fly Dumping Complaint,SDR,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 11:56,9/4/2025 12:55,9/4/2025 12:55,2069 N HUMBOLDT BLVD,Chicago,Illinois,60647,2069,N,HUMBOLDT,BLVD,FALSE,FALSE,,,22,1,5,I017,1,14,1414,23,,11,3,9,1156273.992418895,1913859.7876747972,41.919426,-87.7012605,"(41.919426000941, -87.701260500002)"
SR25-01599530,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Alderman's Office,9/2/2025 11:55,9/2/2025 11:55,,2407 S ALBANY AVE,Chicago,Illinois,60623,2407,S,ALBANY,AVE,FALSE,FALSE,,,30,25,8,I027,3,10,1033,22,,11,3,9,1156144.7224570925,1887794.5300877467,41.847903,-87.7024395,"(41.84790300094, -87.702439500002)"
SR25-01599526,Sign Repair Request - All Other Signs,PCE,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,9/2/2025 11:55,9/9/2025 10:44,9/9/2025 10:44,7348 N WESTERN AVE,Chicago,Illinois,60645,7348,N,WESTERN,AVE,FALSE,FALSE,,,2,50,2,J004,1,24,2411,9,,11,3,9,1158994.4737188306,1948875.2811652855,42.01545486,-87.6902995,"(42.015454861773, -87.690299498399)"
SR25-01599525,Blue Recycling Cart,SRRC,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 11:54,9/2/2025 11:55,,2836 N PARKSIDE AVE,Chicago,Illinois,60634,2836,N,PARKSIDE,AVE,FALSE,FALSE,,,19,30,3,B015,1,25,2514,12,,11,3,9,1138130.7509084158,1918442.8394483547,41.93235,-87.767811,"(41.932350000941, -87.767811000002)"
SR25-01599523,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 11:54,9/2/2025 12:32,9/2/2025 11:54,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,11,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01599521,Rodent Baiting/Rat Complaint,SGA,,Streets and Sanitation,Open,Mobile Device,9/2/2025 11:54,9/2/2025 11:54,,1866 N SHEFFIELD AVE,,,,1866,N,SHEFFIELD,AVE,FALSE,FALSE,,,7,43,5,N018,1,18,1811,10,,11,3,9,1169261.6016702252,1912620.960234161,41.915754,-87.6535785,"(41.915754000941, -87.653578500002)"
SR25-01599516,Water Lead Test Kit Request,WCA2,,DWM - Department of Water Management,Open,Internet,9/2/2025 11:54,9/2/2025 11:54,,3351 N AUSTIN AVE,Chicago,Illinois,60634,3351,N,AUSTIN,AVE,FALSE,FALSE,,,15,30,3,B014,3,16,1633,18,,11,3,9,1135851.7127855977,1921868.379267484,41.941791,-87.7761045,"(41.941791000941, -87.776104500002)"
SR25-01599514,Street Cleaning Request,SDP,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 11:54,9/4/2025 10:38,9/4/2025 10:38,5001 W GRAND AVE,Chicago,Illinois,60639,5001,W,GRAND,AVE,FALSE,FALSE,,,19,36,6,D018,3,25,2533,22,,11,3,9,1142692.5961856376,1912412.3790941199,41.915718,-87.751197,"(41.915718000941, -87.751197000002)"
SR25-01599512,Blue Recycling Cart,SRRC,,Streets and Sanitation,Open,Internet,9/2/2025 11:54,9/2/2025 11:54,,5410 N PAULINA ST,Chicago,Illinois,60640,5410,N,PAULINA,ST,FALSE,FALSE,,,77,40,2,L009,1,20,2012,26,,11,3,9,1163941.4468864396,1936053.0882762412,41.980167,-87.6724605,"(41.980167000941, -87.672460500002)"
SR25-01599511,Divvy Bike Parking Complaint,DBPC,,Outside Agencies,Completed,Internet,9/2/2025 11:53,9/2/2025 13:06,9/2/2025 13:06,5022 W CONGRESS PKWY,Chicago,Illinois,60644,5022,W,CONGRESS,PKWY,FALSE,FALSE,,,25,29,6,D023,3,15,1533,2,,11,3,9,1143073.3804821717,1897295.3471709893,41.874228,-87.7501755,"(41.87422800094, -87.750175500002)"
SR25-01599510,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 11:53,9/2/2025 12:32,9/2/2025 11:53,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,11,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01599507,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 11:53,9/3/2025 8:17,9/3/2025 8:17,1256 N WOLCOTT AVE,,,,1256,N,WOLCOTT,AVE,FALSE,FALSE,,,24,1,5,L019,2,14,1424,5,,11,3,9,1163427.664487653,1908626.571554405,41.904918,-87.6751245,"(41.904918000941, -87.675124500002)"
SR25-01599505,Water in Basement Complaint,AAF,311 City Services,DWM - Department of Water Management,Completed,Phone Call,9/2/2025 11:53,9/2/2025 12:07,9/2/2025 12:07,6803 S TRIPP AVE,Chicago,Illinois,60629,6803,S,TRIPP,AVE,FALSE,FALSE,,,65,23,10,F038,3,08,0833,5,,11,3,9,1149231.7625998831,1859126.3983515927,41.76936999,-87.72855092,"(41.769369988835, -87.728550916036)"
SR25-01599500,Water Lead Test Kit Request,WCA2,,DWM - Department of Water Management,Open,Internet,9/2/2025 11:52,9/2/2025 11:52,,4571 S LAKE PARK AVE,Chicago,Illinois,60653,4571,S,LAKE PARK,AVE,FALSE,FALSE,,,39,4,9,T032,2,02,0222,10,,11,3,9,1185662.960275725,1874858.2901441415,41.811759,-87.594516,"(41.81175900094, -87.594516000002)"
SR25-01599499,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 11:52,9/2/2025 12:31,9/2/2025 11:52,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,11,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01599495,Water Lead Test Kit Request,WCA2,311 City Services,DWM - Department of Water Management,Open,Phone Call,9/2/2025 11:51,9/2/2025 11:51,,10356 S SAWYER AVE,Chicago,Illinois,60655,10356,S,SAWYER,AVE,FALSE,FALSE,,,74,19,13,H047,1,22,2211,30,,11,3,9,1156421.1997450693,1835534.4637091698,41.704488,-87.702831,"(41.70448800094, -87.702831000002)"
SR25-01599494,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 11:51,9/2/2025 12:32,9/2/2025 11:51,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,11,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01599493,Weed Removal Request,SCP,,Streets and Sanitation,Completed,Internet,9/2/2025 11:51,9/3/2025 6:17,9/3/2025 6:17,7901 S WOODLAWN AVE,Chicago,Illinois,60619,7901,S,WOODLAWN,AVE,FALSE,FALSE,,,45,8,12,T041,1,04,0411,44,,11,3,9,1185664.6720970522,1852791.9344147765,41.751207,-87.5952045,"(41.75120700094, -87.595204500002)"
SR25-01599489,Blue Recycling Cart,SRRC,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 11:51,9/2/2025 11:51,,1745 N MONITOR AVE,Chicago,Illinois,60639,1745,N,MONITOR,AVE,FALSE,FALSE,,,25,29,6,B018,3,25,2531,36,,11,3,9,1137229.277668597,1911191.9484811262,41.912469,-87.7712985,"(41.912469000941, -87.771298500002)"
SR25-01599487,Fly Dumping Complaint,SDR,,Streets and Sanitation,Open,Internet,9/2/2025 11:50,9/2/2025 11:50,,2246 N ELSTON AVE,Chicago,Illinois,60614,2246,N,ELSTON,AVE,FALSE,FALSE,,,22,32,5,L017,3,14,1432,37,,11,3,9,1163705.3001748242,1914899.6846544577,41.922126,-87.6739275,"(41.922126000941, -87.673927500002)"
SR25-01599485,Water in Basement Complaint,AAF,311 City Services,DWM - Department of Water Management,Completed,Phone Call,9/2/2025 11:50,9/2/2025 12:07,9/2/2025 12:07,3211 S SPRINGFIELD AVE,Chicago,Illinois,60623,3211,S,SPRINGFIELD,AVE,FALSE,FALSE,,,30,22,8,G029,3,10,1031,10,,11,3,9,1150952.1426361043,1882958.7139412998,41.834736,-87.721623,"(41.83473600094, -87.721623000002)"
SR25-01599483,Tree Debris Clean-Up Request,SEL,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 11:50,9/4/2025 12:59,9/4/2025 12:59,1121 N AUSTIN AVE,Chicago,Illinois,60651,1121,N,AUSTIN,AVE,FALSE,FALSE,,,25,29,6,B020,1,15,1511,13,,11,3,9,1136227.967991194,1906951.2689519115,41.90085,-87.7750785,"(41.900850000941, -87.775078500002)"
SR25-01599482,Rodent Baiting/Rat Complaint,SGA,Alderman,Streets and Sanitation,Open,Alderman's Office,9/2/2025 11:50,9/2/2025 11:50,,8430 W GREGORY ST,Chicago,Illinois,60656,8430,W,GREGORY,ST,FALSE,FALSE,,,76,41,1,U109,1,16,1614,28,,11,3,9,1118920.5908891966,1935847.644205122,41.980437,-87.838038,"(41.980437000941, -87.838038000002)"
SR25-01599481,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 11:50,9/2/2025 11:50,,1745 N MONITOR AVE,Chicago,Illinois,60639,1745,N,MONITOR,AVE,FALSE,FALSE,,,25,29,6,B018,3,25,2531,36,,11,3,9,1137229.277668597,1911191.9484811262,41.912469,-87.7712985,"(41.912469000941, -87.771298500002)"
SR25-01599476,Fly Dumping Complaint,SDR,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 11:49,9/2/2025 11:49,,10051 S YALE AVE,Chicago,Illinois,60628,10051,S,YALE,AVE,FALSE,FALSE,,,49,9,14,P046,1,05,0511,20,,11,3,9,1176466.8625296326,1838083.961086426,41.711058,-87.6293505,"(41.71105800094, -87.629350500002)"
SR25-01599475,Inspect Public Way Request,PBD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,9/2/2025 11:49,9/3/2025 16:38,9/3/2025 16:38,3736 N OKETO AVE,Chicago,Illinois,60634,3736,N,OKETO,AVE,FALSE,FALSE,,,17,38,3,X113,3,16,1631,29,,11,3,9,1126011.161402674,1923990.792901964,41.947785,-87.812226,"(41.947785000941, -87.812226000002)"
SR25-01599471,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 11:49,9/2/2025 12:31,9/2/2025 11:49,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,11,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01599470,Garbage Cart Maintenance,SIE,,Streets and Sanitation,Open,Internet,9/2/2025 11:49,9/2/2025 11:49,,9400 S EMERALD AVE,Chicago,Illinois,60620,9400,S,EMERALD,AVE,FALSE,FALSE,,,73,21,14,O044,2,22,2223,5,,11,3,9,1172875.6206926692,1842469.364882958,41.723172,-87.6423735,"(41.72317200094, -87.642373500002)"
SR25-01599469,Rodent Baiting/Rat Complaint,SGA,,Streets and Sanitation,Open,Internet,9/2/2025 11:49,9/2/2025 11:49,,3432 W 107TH ST,Chicago,Illinois,60655,3432,W,107TH,ST,FALSE,FALSE,,,74,19,13,H047,1,22,2211,33,,11,3,9,1155210.6187897227,1833525.0397254298,41.698998,-87.7073175,"(41.69899800094, -87.707317500002)"
SR25-01599468,Clean Vacant Lot Request,SCT,,Streets and Sanitation,Completed,Internet,9/2/2025 11:48,9/3/2025 15:56,9/3/2025 15:56,3055 W 63RD ST,Chicago,Illinois,60629,3055,W,63RD,ST,FALSE,FALSE,,,66,15,11,I037,2,08,0823,14,,11,3,9,1156852.5501966237,1862604.8741296285,41.778765,-87.7005225,"(41.77876500094, -87.700522500002)"
SR25-01599467,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,CDOT - Department of Transportation,Completed,Phone Call,9/2/2025 11:48,9/2/2025 11:49,9/2/2025 11:49,402 S KOSTNER AVE,Chicago,Illinois,60624,402,S,KOSTNER,AVE,FALSE,FALSE,,,26,28,6,E023,3,11,1131,16,,11,3,9,1147058.1268790502,1897614.6562542375,41.875029,-87.735537,"(41.87502900094, -87.735537000002)"
SR25-01599466,Rodent Baiting/Rat Complaint,SGA,,Streets and Sanitation,Open,Internet,9/2/2025 11:48,9/2/2025 11:48,,1747 W 38TH ST,Chicago,Illinois,60609,1747,W,38TH,ST,FALSE,FALSE,,,59,12,8,L030,1,09,0912,19,,11,3,9,1165145.4252638647,1879439.9594708956,41.824791,-87.6696435,"(41.82479100094, -87.669643500002)"
SR25-01599464,Tree Emergency,SEC,Alderman,Streets and Sanitation,Completed,Alderman's Office,9/2/2025 11:48,9/2/2025 12:14,9/2/2025 12:14,5120 S MOODY AVE,Chicago,Illinois,60638,5120,S,MOODY,AVE,FALSE,FALSE,,,56,23,10,A034,1,08,0811,4,,11,3,9,1136168.4367364317,1869863.9949557355,41.799078,-87.776181,"(41.79907800094, -87.776181000002)"
SR25-01599461,Abandoned Vehicle Complaint,SKA,,Streets and Sanitation,Open,Internet,9/2/2025 11:48,9/2/2025 12:00,,2850 W 24TH BLVD,Chicago,Illinois,60623,2850,W,24TH,BLVD,FALSE,FALSE,,,30,24,8,I027,3,10,1033,7,,11,3,9,1157539.476,1887812.5786655068,41.8479243,-87.69732019,"(41.847924296639, -87.697320191042)"
SR25-01599458,Check for Leak,WM3,311 City Services,DWM - Department of Water Management,Completed,Phone Call,9/2/2025 11:48,9/2/2025 20:26,9/2/2025 20:26,4946 N LOCKWOOD AVE,Chicago,Illinois,60630,4946,N,LOCKWOOD,AVE,FALSE,FALSE,,,11,45,1,C010,2,16,1623,34,,11,3,9,1140061.5284508576,1932588.1853878014,41.971131,-87.760368,"(41.971131000941, -87.760368000002)"
SR25-01599457,Yard Waste Pick-Up Request,SCQ,,Streets and Sanitation,Completed,Internet,9/2/2025 11:48,9/3/2025 14:00,9/3/2025 14:00,5507 W DAKIN ST,Chicago,Illinois,60641,5507,W,DAKIN,ST,FALSE,FALSE,,,15,30,3,C013,3,16,1633,34,,11,3,9,1138891.2170128147,1925637.1071144936,41.952078,-87.764841,"(41.952078000941, -87.764841000002)"
SR25-01599454,Garbage Cart Maintenance,SIE,Alderman,Streets and Sanitation,Open,Phone Call,9/2/2025 11:47,9/2/2025 11:48,,7839 W SUMMERDALE AVE,Chicago,Illinois,60656,7839,W,SUMMERDALE,AVE,FALSE,FALSE,,,10,41,1,W109,1,16,1613,33,,11,3,9,1122905.3045540715,1934490.2503096038,41.976648,-87.823413,"(41.976648000941, -87.823413000002)"
SR25-01599453,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 11:47,9/2/2025 12:32,9/2/2025 11:47,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,11,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01599450,Nuisance Animal Complaint,EAB,,Animal Care and Control,Open,Internet,9/2/2025 11:47,9/2/2025 11:47,,3333 N OZANAM AVE,Chicago,Illinois,60634,3333,N,OZANAM,AVE,FALSE,FALSE,,,17,38,3,W114,3,16,1631,30,,11,3,9,1123574.9765265195,1921329.3641373238,41.940522,-87.8212395,"(41.940522000941, -87.821239500002)"
SR25-01599448,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Internet,9/2/2025 11:47,9/2/2025 11:56,9/2/2025 11:56,2959 E 80TH PL,Chicago,Illinois,60617,2959,E,80TH,PL,FALSE,FALSE,,,46,7,12,X041,2,04,0422,25,,11,3,9,1197519.957,1852119.3236835077,41.749074,-87.551784,"(41.74907400094, -87.551784000002)"
SR25-01599447,Dead Animal Pick-Up Request,SGQ,311 City Services,Streets and Sanitation,Canceled,Phone Call,9/2/2025 11:47,9/2/2025 15:05,9/2/2025 15:05,2640 W ADAMS ST,Chicago,Illinois,60612,2640,W,ADAMS,ST,FALSE,FALSE,,,27,27,7,J023,2,11,1125,50,,11,3,9,1158640.9171364675,1899003.5446321117,41.878611,-87.6929715,"(41.87861100094, -87.692971500002)"
SR25-01599443,Tree Emergency,SEC,,Streets and Sanitation,Completed,Internet,9/2/2025 11:47,9/4/2025 11:44,9/4/2025 11:44,3524 W 107TH ST,Chicago,Illinois,60655,3524,W,107TH,ST,FALSE,FALSE,,,74,19,13,H047,1,22,2211,33,,11,3,9,1154618.4252067117,1833501.0649016788,41.698944,-87.7094865,"(41.69894400094, -87.709486500002)"
SR25-01599440,Water in Basement Complaint,AAF,,DWM - Department of Water Management,Completed,Internet,9/2/2025 11:47,9/2/2025 12:33,9/2/2025 12:33,3734 W 55TH PL,Chicago,Illinois,60629,3734,W,55TH,PL,FALSE,FALSE,,,62,23,10,G035,2,08,0822,9,,11,3,9,1152267.7813549535,1867602.6449374072,41.792571,-87.7171995,"(41.79257100094, -87.717199500002)"
SR25-01599436,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 11:46,9/4/2025 16:21,9/4/2025 16:21,1755 N KEDVALE AVE,Chicago,Illinois,60639,1755,N,KEDVALE,AVE,FALSE,FALSE,,,23,26,6,F018,3,25,2534,22,,11,3,9,1148511.5726499055,1911573.6237899163,41.913306,-87.72984,"(41.913306000941, -87.729840000002)"
SR25-01599434,Blue Recycling Cart,SRRC,,Streets and Sanitation,Open,Mobile Device,9/2/2025 11:46,9/2/2025 11:46,,2817 S UNION AVE,,,,2817,S,UNION,AVE,FALSE,FALSE,,,60,11,9,O028,1,09,0914,15,,11,3,9,1172187.4986630927,1886136.9655453672,41.843016,-87.643611,"(41.84301600094, -87.643611000002)"
SR25-01599433,Missed Garbage Pick-Up Complaint,SCC,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 11:46,9/3/2025 13:53,9/3/2025 13:53,3333 N OZANAM AVE,Chicago,Illinois,60634,3333,N,OZANAM,AVE,FALSE,FALSE,,,17,38,3,W114,3,16,1631,30,,11,3,9,1123574.9765265195,1921329.3641373238,41.940522,-87.8212395,"(41.940522000941, -87.821239500002)"
SR25-01599432,Garbage Cart Maintenance,SIE,,Streets and Sanitation,Open,Mobile Device,9/2/2025 11:46,9/2/2025 11:46,,6413 S PEORIA ST,,,,6413,S,PEORIA,ST,FALSE,FALSE,,,68,16,11,N037,2,07,0723,28,,11,3,9,1171493.0728090443,1862235.0590296588,41.777442,-87.64686,"(41.77744200094, -87.646860000002)"
SR25-01599429,Pothole in Street Complaint,PHF,,CDOT - Department of Transportation,Open,Mobile Device,9/2/2025 11:46,9/2/2025 11:46,,1748 W CERMAK RD,,,,1748,W,CERMAK,RD,FALSE,FALSE,,,31,25,7,L026,3,12,1234,13,,11,3,9,1164855.4812859027,1889513.1478934716,41.852439,-87.670422,"(41.85243900094, -87.670422000002)"
SR25-01599427,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 11:45,9/2/2025 11:45,,9733 S ESCANABA AVE,Chicago,Illinois,60617,9733,S,ESCANABA,AVE,FALSE,FALSE,,,51,10,15,W045,3,04,0431,21,,11,3,9,1197150.6063752153,1840836.788534426,41.718123,-87.553512,"(41.71812300094, -87.553512000002)"
SR25-01599425,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 11:45,9/2/2025 12:32,9/2/2025 11:45,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,11,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01599421,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,9/2/2025 11:45,9/3/2025 9:51,9/3/2025 9:51,4929 S PULASKI RD,Chicago,Illinois,60632,4929,S,PULASKI,RD,FALSE,FALSE,,,57,14,8,G033,2,08,0821,27,,11,3,9,1150658.046100611,1871530.0885771676,41.80338,-87.723,"(41.80338000094, -87.723000000002)"
SR25-01599409,Inspect Public Way Request,PBD,Alderman,CDOT - Department of Transportation,Completed,Alderman's Office,9/2/2025 11:44,9/5/2025 6:58,9/5/2025 6:58,10611 S AVENUE  E,Chicago,Illinois,60617,10611,S,AVENUE  E,,FALSE,FALSE,,,52,10,15,Z048,3,04,0432,32,,11,3,9,1203908.7758216502,1835123.2615072522,41.702274,-87.5289555,"(41.70227400094, -87.528955500002)"
SR25-01599404,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 11:43,9/2/2025 12:31,9/2/2025 11:43,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,11,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01599401,Rodent Baiting/Rat Complaint,SGA,Alderman,Streets and Sanitation,Open,Alderman's Office,9/2/2025 11:43,9/2/2025 11:43,,7938 W ADDISON ST,Chicago,Illinois,60634,7938,W,ADDISON,ST,FALSE,FALSE,,,17,38,3,W113,3,16,1631,27,,11,3,9,1122320.7179232128,1923073.2810628938,41.945328,-87.8258115,"(41.945328000941, -87.825811500002)"
SR25-01599398,Garbage Cart Maintenance,SIE,,Streets and Sanitation,Open,Mobile Device,9/2/2025 11:42,9/2/2025 11:43,,2817 S UNION AVE,,,,2817,S,UNION,AVE,FALSE,FALSE,,,60,11,9,O028,1,09,0914,15,,11,3,9,1172187.4986630927,1886136.9655453672,41.843016,-87.643611,"(41.84301600094, -87.643611000002)"
SR25-01599397,Report an Injured Animal,EAQ,311 City Services,Animal Care and Control,Completed,Phone Call,9/2/2025 11:42,9/3/2025 15:53,9/3/2025 15:53,8116 S HERMITAGE AVE,Chicago,Illinois,60620,8116,S,HERMITAGE,AVE,FALSE,FALSE,,,71,17,11,L041,1,06,0614,15,,11,3,9,1166012.6119407825,1850781.8062184588,41.746131,-87.6672765,"(41.74613100094, -87.667276500002)"
SR25-01599396,Blue Recycling Cart,SRRC,Alderman,Streets and Sanitation,Open,Alderman's Office,9/2/2025 11:42,9/2/2025 11:42,,7938 W ADDISON ST,Chicago,Illinois,60634,7938,W,ADDISON,ST,FALSE,FALSE,,,17,38,3,W113,3,16,1631,27,,11,3,9,1122320.7179232128,1923073.2810628938,41.945328,-87.8258115,"(41.945328000941, -87.825811500002)"
SR25-01599394,Water in Basement Complaint,AAF,311 City Services,DWM - Department of Water Management,Open,Phone Call,9/2/2025 11:42,9/5/2025 18:25,,7336 S CHAMPLAIN AVE,Chicago,Illinois,60619,7336,S,CHAMPLAIN,AVE,FALSE,FALSE,,,69,6,12,R039,2,03,0323,30,,11,3,9,1181757.7951769652,1856363.194374831,41.761098,-87.609411,"(41.76109800094, -87.609411000002)"
SR25-01599393,Garbage Cart Maintenance,SIE,,Streets and Sanitation,Open,Internet,9/2/2025 11:42,9/2/2025 11:42,,2717 S BONFIELD ST,Chicago,Illinois,60608,2717,S,BONFIELD,ST,FALSE,FALSE,,,60,11,9,M028,1,09,0913,1,,11,3,9,1168290.685319124,1886424.1334740957,41.843889,-87.657903,"(41.84388900094, -87.657903000002)"
SR25-01599392,Missed Garbage Pick-Up Complaint,SCC,,Streets and Sanitation,Completed,Internet,9/2/2025 11:42,9/3/2025 15:55,9/3/2025 15:55,3055 W 63RD ST,Chicago,Illinois,60629,3055,W,63RD,ST,FALSE,FALSE,,,66,15,11,I037,2,08,0823,14,,11,3,9,1156852.5501966237,1862604.8741296285,41.778765,-87.7005225,"(41.77876500094, -87.700522500002)"
SR25-01599390,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,9/2/2025 11:42,9/3/2025 13:26,9/3/2025 13:26,5200 S PULASKI RD,Chicago,Illinois,60632,5200,S,PULASKI,RD,FALSE,FALSE,,,62,23,10,F034,1,08,0815,26,,11,3,9,1150197.3909336838,1869526.202024147,41.79789,-87.7247415,"(41.79789000094, -87.724741500002)"
SR25-01599389,Bee/Wasp Removal,SGG,Alderman,Streets and Sanitation,Completed,Alderman's Office,9/2/2025 11:42,9/9/2025 14:33,9/9/2025 14:33,3607 N SACRAMENTO AVE,Chicago,Illinois,60618,3607,N,SACRAMENTO,AVE,FALSE,FALSE,,,16,35,4,I013,3,17,1733,22,,11,3,9,1155811.8439520937,1923905.6764693097,41.947002,-87.702687,"(41.947002000941, -87.702687000002)"
